#Acc_x;Acc_z;Elongation Droit;Elongation gauche;Gyro_x;Gyro_z;PressionPiedDArriereD;PressionPiedDArriereG;PressionPiedDAvantD;PressionPiedDAvantG;PressionPiedGArriereD;PressionPiedGArriereG;PressionPiedGAvantD;PressionPiedGAvantG
1500;1513;552;797;1792;1807;3035;2311;70;2118;3043;2478;1041;2857
1498;1517;552;798;1790;1806;3035;2433;72;2123;3044;2498;1040;2858
1493;1512;552;798;1795;1808;3037;2405;70;2118;3043;2534;1041;2861
1498;1516;552;798;1788;1803;3038;2422;74;2117;3041;2534;1041;2861
1495;1513;552;797;1793;1808;3038;2404;74;2106;3042;2535;1041;2865
1495;1518;551;799;1792;1806;3038;2381;70;2105;3042;2515;1041;2864
1501;1512;552;799;1794;1806;3037;2364;71;2100;3041;2523;1041;2866
1498;1516;553;799;1791;1808;3037;2350;73;2107;3041;2514;1040;2866
1500;1517;553;799;1792;1810;3037;2333;69;2101;3041;2519;1041;2867
1499;1517;553;798;1794;1807;3037;2322;73;2091;3041;2483;1041;2865
1501;1514;553;798;1792;1807;3036;2333;70;2098;3041;2478;1041;2865
1500;1518;553;799;1791;1806;3035;2347;74;2099;3042;2481;1040;2864
1499;1514;553;799;1791;1803;3036;2353;71;2101;3042;2484;1041;2864
1500;1515;553;800;1795;1807;3036;2365;70;2100;3041;2504;1041;2863
1500;1515;553;800;1795;1807;3036;2365;70;2100;3041;2504;1041;2863
1498;1518;554;798;1792;1807;3036;2391;73;2097;3039;2509;1041;2864
1502;1518;553;798;1795;1806;3036;2407;71;2105;3041;2533;1041;2863
1497;1516;553;798;1790;1804;3035;2458;71;2102;3041;2540;1041;2861
1500;1514;552;797;1787;1808;3036;2476;69;2105;3041;2541;1041;2864
1501;1513;552;798;1789;1804;3035;2516;73;2098;3041;2548;1041;2863
1499;1515;552;796;1788;1805;3036;2581;71;2095;3041;2555;1041;2872
1497;1514;552;796;1790;1801;3036;2578;73;2095;3040;2547;1041;2871
1502;1512;553;795;1789;1808;3037;2576;72;2088;3041;2542;1041;2872
1496;1518;552;799;1788;1807;3036;2564;74;2089;3041;2538;1041;2872
1499;1516;553;794;1791;1804;3035;2519;69;2091;3042;2533;1041;2872
1501;1514;553;794;1787;1801;3034;2485;68;2089;3042;2541;1041;2877
1500;1515;553;795;1788;1806;3037;2442;74;2083;3041;2524;1042;2875
1502;1519;553;797;1790;1805;3036;2374;72;2077;3043;2530;1042;2877
1502;1514;553;798;1790;1805;3037;2376;75;2072;3041;2502;1041;2874
1504;1515;554;798;1787;1802;3037;2431;72;2076;3042;2507;1041;2872
1502;1518;553;798;1792;1801;3037;2490;71;2078;3041;2511;1041;2879
1500;1519;553;799;1790;1802;3037;2495;72;2081;3041;2524;1042;2874
1502;1513;553;799;1785;1803;3037;2532;69;2079;3042;2535;1041;2879
1502;1516;553;798;1790;1804;3036;2572;74;2082;3042;2534;1041;2877
1500;1519;553;797;1790;1804;3038;2607;70;2089;3042;2539;1041;2879
1498;1517;553;796;1790;1805;3037;2631;71;2089;3042;2544;1041;2881
1499;1513;553;798;1788;1805;3037;2648;73;2091;3042;2546;1042;2881
1496;1518;553;798;1788;1804;3038;2658;75;2091;3042;2551;1042;2880
1501;1517;553;798;1791;1803;3038;2658;70;2089;3043;2544;1041;2880
1501;1517;553;798;1791;1803;3038;2658;70;2089;3043;2544;1041;2880
1501;1517;553;798;1791;1803;3038;2658;70;2089;3043;2544;1041;2880
1502;1515;554;799;1786;1804;3039;2651;72;2096;3044;2540;1042;2879
1502;1517;553;799;1791;1803;3039;2617;70;2091;3044;2546;1042;2881
1499;1518;553;799;1788;1800;3039;2587;74;2094;3044;2548;1041;2883
1499;1521;553;798;1786;1803;3038;2563;70;2087;3044;2547;1041;2882
1496;1517;553;799;1788;1800;3039;2550;73;2089;3043;2540;1042;2880
1501;1519;552;799;1788;1802;3039;2528;71;2098;3043;2523;1042;2881
1498;1520;552;799;1786;1802;3039;2533;72;2090;3042;2528;1042;2881
1501;1516;553;798;1790;1803;3038;2531;71;2094;3042;2529;1041;2880
1496;1513;553;797;1795;1807;3033;2526;70;2112;3041;2529;1041;2874
1497;1512;553;798;1795;1807;3035;2532;71;2118;3042;2532;1041;2872
1499;1519;552;797;1793;1809;3032;2538;72;2117;3042;2535;1041;2879
1498;1515;553;798;1791;1810;3035;2564;73;2115;3042;2527;1042;2879
1502;1515;552;798;1793;1806;3036;2585;72;2120;3042;2542;1042;2880
1499;1514;552;797;1790;1806;3037;2587;73;2118;3041;2541;1042;2881
1503;1516;552;797;1789;1806;3038;2601;72;2119;3041;2546;1041;2878
1498;1516;552;798;1792;1807;3037;2620;72;2120;3041;2545;1041;2878
1497;1517;553;797;1789;1805;3036;2627;70;2119;3041;2545;1040;2877
1499;1513;552;799;1794;1806;3037;2629;72;2123;3041;2550;1040;2878
1497;1513;553;797;1791;1807;3036;2612;72;2126;3041;2545;1041;2878
1498;1513;553;798;1794;1806;3036;2594;70;2124;3042;2546;1041;2876
1501;1515;553;799;1789;1808;3037;2590;73;2123;3041;2545;1041;2875
1501;1515;553;799;1789;1808;3037;2590;73;2123;3041;2545;1041;2875
1500;1513;553;799;1790;1808;3037;2587;69;2119;3038;2531;1041;2879
1498;1518;553;800;1789;1807;3036;2575;73;2120;3041;2545;1041;2878
1499;1513;552;798;1793;1808;3036;2552;69;2125;3041;2527;1041;2876
1497;1518;553;799;1792;1805;3037;2538;70;2125;3041;2543;1041;2878
1503;1515;553;799;1795;1807;3037;2531;74;2130;3041;2528;1042;2876
1496;1513;552;799;1791;1805;3037;2524;73;2124;3041;2544;1041;2879
1497;1517;553;798;1794;1805;3037;2543;75;2123;3040;2533;1041;2877
1499;1513;552;797;1791;1802;3036;2576;70;2120;3042;2537;1041;2876
1501;1517;553;796;1789;1801;3037;2584;71;2131;3042;2548;1041;2876
1498;1515;552;796;1790;1805;3037;2594;70;2131;3042;2546;1042;2879
1498;1514;553;794;1792;1806;3037;2608;75;2140;3043;2549;1042;2877
1501;1516;553;799;1792;1805;3037;2609;69;2140;3043;2547;1040;2877
1499;1516;553;793;1790;1803;3037;2621;74;2141;3043;2547;1041;2876
1500;1517;552;796;1787;1806;3037;2619;71;2138;3042;2545;1041;2876
1499;1514;552;797;1791;1807;3037;2611;73;2135;3042;2548;1041;2879
1496;1519;553;798;1793;1804;3037;2610;71;2139;3041;2552;1041;2875
1498;1515;553;798;1788;1806;3037;2598;69;2140;3043;2544;1042;2878
1502;1515;553;799;1787;1807;3038;2587;73;2138;3043;2541;1042;2877
1500;1518;553;798;1788;1807;3038;2574;72;2136;3042;2548;1041;2872
1499;1522;552;798;1792;1803;3038;2486;73;2137;3043;2567;1040;2851
1493;1515;553;799;1790;1805;3039;2373;72;2139;3043;2563;1041;2855
1492;1516;554;799;1789;1803;3037;2382;73;2126;3043;2567;1041;2862
1501;1512;553;799;1791;1803;3038;2411;73;2128;3043;2566;1041;2856
1504;1516;553;799;1790;1801;3037;2400;72;2131;3042;2593;1041;2870
1488;1512;553;797;1791;1803;3037;2461;74;2135;3043;2588;1040;2859
1498;1520;553;797;1784;1804;3037;2307;73;2128;3043;2543;1041;2875
1507;1514;553;797;1785;1804;3036;2299;71;2131;3043;2524;1042;2870
1510;1520;553;798;1788;1805;3037;2088;71;2121;3043;2517;1041;2878
1498;1519;553;798;1789;1801;3038;2022;73;2126;3044;2491;1041;2876
1501;1516;552;797;1788;1799;3038;1886;69;2094;3042;2491;1042;2876
1509;1514;551;797;1789;1801;3037;1857;74;2110;3043;2508;1042;2876
1512;1519;553;797;1789;1804;3037;1802;71;2102;3041;2502;1042;2877
1505;1522;553;798;1786;1802;3037;1605;69;2116;3042;2504;1043;2882
1505;1522;553;798;1786;1802;3037;1605;69;2116;3042;2504;1043;2882
1505;1517;552;798;1789;1803;3037;1854;72;2128;3043;2500;1042;2871
1504;1517;552;797;1790;1801;3037;1936;70;2122;3043;2530;1042;2855
1498;1519;553;798;1789;1805;3038;1885;75;2129;3045;2540;1041;2869
1501;1518;552;797;1788;1800;3038;1915;70;2142;3046;2554;1041;2870
1499;1519;553;797;1789;1803;3038;1956;71;2131;3047;2555;1042;2869
1508;1516;553;797;1789;1806;3038;1940;73;2139;3047;2568;1041;2879
1500;1519;553;798;1789;1803;3037;1945;68;2144;3046;2560;1042;2880
1504;1515;553;798;1784;1800;3038;1964;71;2146;3046;2555;1042;2880
1506;1518;554;797;1791;1803;3042;1956;73;2146;3046;2554;1041;2877
1501;1520;552;798;1790;1808;3041;1931;73;2148;3046;2551;1041;2879
1501;1517;553;798;1791;1803;3041;1957;71;2143;3046;2545;1042;2880
1504;1516;554;798;1790;1802;3041;1998;74;2130;3046;2552;1042;2875
1503;1516;553;797;1789;1802;3037;2030;68;2126;3044;2558;1042;2878
1499;1515;553;796;1796;1809;3036;2014;70;2124;3041;2561;1041;2878
1503;1511;552;796;1793;1805;3035;2029;70;2131;3040;2564;1041;2876
1504;1516;552;796;1792;1809;3036;1909;72;2129;3041;2569;1041;2877
1504;1512;553;797;1793;1807;3036;1974;74;2130;3041;2569;1042;2876
1499;1514;552;798;1792;1808;3035;2023;71;2125;3041;2573;1041;2878
1502;1516;553;797;1793;1808;3036;1949;72;2131;3041;2565;1042;2875
1503;1517;552;797;1792;1806;3034;2060;68;2136;3040;2570;1041;2874
1503;1517;552;797;1792;1806;3034;2060;71;2142;3040;2570;1041;2874
1498;1514;553;796;1792;1804;3036;1975;70;2146;3041;2560;1042;2878
1499;1514;552;795;1790;1807;3036;1958;73;2142;3041;2553;1042;2879
1499;1514;552;795;1790;1807;3036;1958;73;2142;3041;2553;1042;2879
1502;1517;552;796;1792;1804;3037;1994;71;2137;3042;2560;1042;2879
1503;1514;553;794;1789;1803;3036;1997;73;2135;3043;2561;1041;2877
1504;1517;552;792;1792;1802;3036;2002;70;2142;3043;2562;1042;2879
1500;1512;553;793;1788;1804;3036;1982;71;2141;3041;2563;1042;2881
1503;1517;553;795;1792;1805;3036;1974;72;2149;3042;2564;1042;2878
1501;1515;553;799;1791;1803;3037;1971;69;2147;3040;2561;1042;2876
1504;1516;553;795;1791;1806;3037;1978;75;2144;3041;2562;1042;2875
1504;1518;553;796;1792;1802;3037;1980;69;2141;3041;2561;1041;2878
1502;1516;552;797;1791;1807;3036;1987;74;2137;3041;2564;1042;2879
1502;1519;553;797;1792;1807;3036;1995;71;2139;3041;2560;1041;2881
1501;1515;552;797;1792;1808;3036;2080;70;2140;3041;2563;1042;2880
1503;1516;553;796;1789;1806;3036;2097;72;2146;3041;2565;1042;2879
1504;1519;553;797;1789;1807;3035;2082;70;2143;3041;2570;1042;2879
1499;1515;553;797;1792;1803;3037;2088;74;2142;3042;2570;1041;2881
1503;1515;552;797;1788;1802;3036;2092;68;2142;3042;2566;1042;2881
1505;1517;553;797;1792;1805;3037;2088;72;2143;3041;2565;1042;2879
1500;1516;553;797;1789;1805;3037;2046;71;2140;3042;2568;1041;2882
1501;1520;552;797;1790;1802;3036;1988;74;2144;3042;2568;1041;2878
1502;1516;552;797;1790;1807;3037;1985;68;2146;3042;2564;1042;2881
1501;1516;553;796;1788;1806;3037;1990;72;2143;3042;2564;1041;2881
1504;1518;552;797;1789;1805;3037;1997;71;2145;3042;2562;1042;2880
1504;1518;552;797;1789;1805;3037;1997;71;2145;3042;2562;1042;2880
1503;1516;552;797;1788;1802;3037;2008;73;2145;3042;2565;1042;2879
1503;1516;552;797;1788;1802;3037;2008;73;2145;3042;2565;1042;2879
1501;1514;553;797;1787;1804;3038;1997;74;2140;3042;2568;1042;2878
1502;1517;552;797;1789;1805;3038;1940;70;2141;3042;2571;1042;2881
1504;1517;552;797;1790;1804;3036;1975;71;2141;3043;2564;1042;2878
1504;1517;553;797;1789;1806;3037;2076;72;2144;3041;2570;1041;2879
1504;1517;553;797;1789;1806;3037;2076;72;2144;3041;2570;1041;2879
1503;1515;552;797;1788;1799;3038;2079;71;2148;3046;2570;1041;2882
1504;1521;553;797;1791;1804;3038;2085;73;2141;3047;2573;1042;2885
1504;1521;553;797;1791;1804;3038;2085;73;2141;3047;2573;1042;2885
1502;1513;553;797;1789;1804;3039;2079;70;2147;3045;2574;1042;2883
1502;1513;553;797;1789;1804;3039;2079;70;2150;3045;2574;1042;2883
1503;1519;553;796;1793;1807;3040;2085;70;2150;3046;2574;1042;2883
1505;1518;552;798;1792;1804;3041;2089;73;2150;3045;2574;1042;2883
1503;1515;553;797;1787;1807;3041;2103;72;2152;3044;2569;1042;2882
1503;1515;553;798;1788;1805;3040;2138;73;2148;3044;2569;1042;2881
1503;1518;553;798;1788;1802;3039;2092;73;2145;3045;2568;1043;2879
1507;1520;552;798;1789;1804;3040;2091;68;2145;3045;2574;1042;2882
1507;1517;553;797;1788;1805;3039;2047;73;2145;3045;2570;1042;2882
1507;1514;554;798;1788;1806;3038;2054;69;2144;3045;2573;1042;2882
1501;1514;553;797;1795;1808;3035;2095;72;2142;3040;2567;1041;2879
1503;1520;553;796;1796;1808;3036;2087;71;2144;3039;2569;1041;2881
1500;1515;552;796;1790;1810;3036;2102;72;2138;3040;2568;1042;2878
1504;1515;553;797;1795;1808;3036;2088;75;2140;3041;2571;1041;2878
1498;1516;553;795;1792;1806;3036;2108;73;2142;3040;2570;1042;2878
1501;1512;552;794;1790;1802;3037;2111;69;2143;3040;2570;1041;2879
1500;1515;553;793;1794;1804;3037;2118;71;2144;3040;2569;1041;2875
1497;1510;552;793;1792;1803;3035;2115;72;2144;3040;2569;1042;2876
1503;1518;552;797;1791;1809;3035;2103;71;2142;3041;2574;1042;2878
1503;1518;552;797;1791;1809;3035;2103;71;2142;3041;2574;1042;2878
1501;1519;553;795;1792;1805;3036;2107;75;2143;3040;2571;1042;2877
1502;1514;552;795;1790;1805;3034;2104;69;2145;3040;2571;1042;2880
1502;1515;552;796;1790;1807;3035;2126;72;2148;3041;2569;1042;2875
1502;1515;552;798;1790;1803;3035;2110;72;2155;3041;2571;1042;2879
1501;1516;553;797;1790;1805;3035;2076;70;2149;3041;2572;1042;2877
1501;1515;554;798;1791;1808;3036;2090;73;2152;3040;2571;1042;2877
1504;1516;552;796;1791;1803;3034;2082;70;2146;3040;2571;1042;2880
1501;1514;552;799;1792;1804;3035;2090;72;2147;3041;2566;1042;2880
1500;1514;553;796;1789;1806;3034;2080;71;2149;3041;2568;1042;2878
1502;1516;552;797;1790;1805;3036;2093;72;2152;3041;2565;1042;2880
1501;1518;553;796;1791;1804;3036;2101;71;2147;3041;2566;1042;2879
1503;1514;553;797;1791;1804;3036;2123;71;2150;3042;2573;1042;2882
1501;1513;553;796;1786;1805;3037;2122;71;2149;3042;2568;1042;2881
1507;1516;553;796;1791;1804;3036;2132;72;2149;3042;2575;1042;2880
1500;1515;553;797;1789;1805;3036;2135;70;2156;3042;2575;1042;2881
1503;1515;552;797;1788;1804;3036;2121;72;2152;3043;2569;1042;2880
1504;1519;551;797;1791;1805;3036;2133;74;2153;3041;2574;1042;2882
1505;1516;552;796;1794;1805;3036;2121;71;2150;3040;2572;1041;2881
1503;1519;552;796;1792;1806;3036;2132;71;2149;3042;2573;1042;2877
1503;1519;552;796;1792;1806;3036;2132;71;2149;3042;2573;1042;2877
1501;1515;551;796;1789;1804;3037;2134;72;2150;3042;2572;1041;2882
1503;1518;552;796;1790;1808;3037;2141;72;2162;3043;2576;1042;2881
1504;1517;553;797;1790;1805;3037;2121;69;2160;3042;2568;1042;2880
1504;1514;553;797;1791;1805;3037;2119;72;2167;3043;2574;1042;2882
1504;1514;553;797;1791;1805;3037;2119;72;2167;3043;2574;1042;2882
1501;1517;554;796;1791;1801;3037;2134;73;2168;3043;2572;1042;2882
1502;1516;553;797;1790;1801;3037;2136;69;2169;3045;2566;1042;2880
1503;1514;553;797;1791;1803;3037;2143;70;2172;3045;2573;1042;2881
1502;1513;553;797;1790;1804;3037;2140;72;2173;3046;2575;1042;2884
1503;1515;553;797;1792;1806;3037;2138;70;2176;3046;2579;1042;2883
1505;1518;553;797;1793;1804;3038;2134;73;2180;3045;2573;1042;2883
1505;1516;553;796;1792;1806;3040;2127;72;2184;3044;2578;1042;2884
1502;1514;553;797;1788;1806;3041;2135;74;2182;3045;2578;1042;2884
1503;1516;553;797;1792;1806;3040;2134;69;2187;3042;2578;1042;2885
1503;1516;553;797;1790;1806;3040;2138;69;2188;3045;2582;1042;2882
1501;1517;553;798;1793;1806;3039;2148;72;2188;3046;2577;1042;2881
1502;1517;552;797;1790;1807;3040;2145;71;2187;3044;2579;1042;2883
1502;1517;553;797;1789;1804;3040;2146;73;2184;3044;2575;1042;2883
1504;1517;553;796;1790;1805;3040;2138;73;2180;3043;2572;1042;2881
1503;1517;553;797;1788;1802;3040;2144;73;2183;3042;2578;1042;2881
1503;1513;553;798;1791;1802;3037;2142;69;2183;3043;2574;1042;2882
1500;1517;554;797;1786;1803;3039;2147;70;2181;3042;2575;1042;2881
1504;1518;554;797;1791;1801;3038;2145;72;2188;3044;2576;1042;2884
1505;1516;553;796;1790;1803;3039;2147;73;2184;3044;2576;1042;2881
1504;1518;553;795;1790;1804;3039;2144;72;2188;3044;2577;1042;2882
1503;1515;554;799;1788;1804;3039;2140;73;2192;3044;2576;1042;2883
1506;1520;553;796;1790;1804;3039;2149;71;2191;3044;2579;1042;2881
1507;1520;553;792;1787;1800;3038;2147;71;2186;3044;2579;1042;2884
1501;1516;552;795;1790;1803;3035;2151;71;2167;3040;2571;1042;2877
1500;1514;552;796;1792;1807;3034;2139;73;2164;3039;2572;1042;2873
1503;1515;553;796;1791;1807;3035;2145;73;2166;3040;2575;1042;2875
1503;1515;553;796;1791;1807;3035;2145;73;2166;3040;2575;1042;2875
1500;1518;552;795;1789;1805;3035;2166;70;2161;3040;2577;1042;2877
1501;1515;552;797;1794;1808;3034;2152;71;2159;3040;2579;1042;2879
1500;1514;552;797;1791;1806;3034;2128;71;2159;3040;2571;1042;2880
1502;1517;553;796;1789;1803;3035;2132;71;2161;3041;2578;1042;2878
1499;1515;552;795;1790;1809;3033;2119;70;2162;3040;2569;1042;2879
1437;1542;549;800;1766;1794;3038;1857;137;2122;3041;1600;1041;2632
1470;1538;550;803;1737;1782;3039;2412;2280;1942;3045;734;1016;951
1515;1540;552;846;1745;1770;3038;2895;381;1988;3041;690;884;282
1473;1536;551;876;1744;1757;3026;3004;70;2124;3036;274;868;287
1478;1549;551;878;1741;1746;3030;2974;73;2145;3038;202;870;283
1495;1534;553;871;1749;1751;3032;2591;70;2186;3040;205;869;280
1547;1509;553;850;1764;1757;3031;1147;1241;2090;3041;312;869;283
1480;1488;553;848;1751;1774;3015;1215;641;2033;3042;511;870;281
1554;1466;553;826;1755;1802;3007;1799;1976;2028;3040;571;883;277
1512;1464;551;808;1768;1813;2992;1713;732;2087;3040;604;1030;264
1522;1445;552;764;1752;1821;2974;1749;71;2172;3041;770;1046;254
1573;1440;552;731;1751;1832;2812;2535;73;2214;3040;832;1050;333
1593;1446;553;710;1755;1841;2661;2896;73;2282;3040;1984;1049;2930
1588;1431;552;678;1770;1840;2674;2903;72;2272;3036;2963;1047;2991
1589;1423;553;635;1778;1844;2650;2868;71;2282;3035;2990;1048;3004
1567;1428;552;619;1774;1846;2628;2845;70;2293;3031;2992;1048;3004
1561;1441;553;622;1771;1848;2616;2768;71;2290;3025;2996;1047;3008
1572;1418;553;621;1778;1854;2589;2872;73;2259;3026;2987;1047;3001
1564;1428;553;623;1783;1860;2572;2833;73;2247;3026;2954;1047;2995
1575;1461;554;635;1794;1854;2977;2991;72;2271;3039;2083;1048;2794
1559;1462;553;661;1795;1859;3016;2992;74;2259;3040;943;1050;275
1540;1534;552;711;1795;1858;3030;2912;69;2257;3037;238;1047;250
1555;1643;552;753;1797;1830;3043;1470;2557;2039;3028;201;1031;255
1574;1653;552;808;1793;1808;3046;1807;3024;2059;3013;202;919;269
1532;1638;552;867;1787;1794;3047;1857;3027;2230;2994;250;870;287
1556;1622;552;906;1786;1786;3046;1859;3028;2235;2981;619;869;289
1548;1621;553;932;1795;1788;3045;1856;3026;2290;2953;844;869;300
1550;1604;552;941;1795;1786;3044;1847;3030;2308;2953;967;869;303
1551;1627;552;942;1798;1789;3045;1850;3035;2309;2948;1023;870;299
1547;1617;553;940;1795;1793;3045;1820;3035;2282;2947;1076;869;301
1540;1619;553;941;1798;1799;3045;1770;3035;2095;2944;1039;869;301
1540;1628;554;943;1795;1804;3045;1842;3033;2167;2957;1064;869;304
1548;1617;554;942;1802;1799;3044;1858;3029;2288;2980;1087;868;301
1530;1588;553;941;1797;1799;3044;1845;3018;2330;2989;1102;869;298
1526;1571;553;944;1796;1796;3043;1890;2998;2338;3008;1054;869;303
1533;1550;554;934;1802;1798;3042;1932;2987;2355;3018;996;869;300
1520;1530;554;928;1800;1800;3039;1912;2898;2366;3026;1022;870;297
1525;1504;552;877;1792;1813;3032;1793;1325;2380;3041;992;873;279
1499;1488;553;844;1791;1822;3018;1996;71;2301;3043;1004;1039;274
1516;1433;554;768;1769;1829;2985;2784;70;2218;3045;986;1048;256
1545;1483;553;757;1760;1835;2866;2980;73;2232;3045;898;1049;1344
1578;1477;554;749;1769;1827;2696;3000;72;2259;3044;1834;1047;2938
1568;1485;553;743;1777;1809;2716;3001;73;2247;3042;2434;1047;2950
1560;1504;553;735;1777;1799;2849;2988;70;2231;3044;1949;1047;2932
1582;1503;554;729;1785;1792;2965;2787;72;2261;3046;427;1048;1638
1551;1548;553;747;1788;1780;3006;1201;1222;2116;3042;231;1047;253
1549;1568;554;789;1781;1770;3026;1664;3002;2084;3035;548;1028;261
1542;1601;553;820;1774;1769;3030;1923;3022;2318;3027;856;959;268
1550;1576;552;847;1783;1770;3028;2006;3018;2358;3017;997;879;281
1558;1575;551;878;1785;1765;3029;2002;3023;2369;3009;1127;876;281
1556;1587;553;910;1789;1768;3030;1997;3030;2413;3003;1095;872;299
1553;1576;553;938;1786;1770;3031;1976;3033;2440;2999;1172;868;303
1553;1576;553;938;1786;1770;3031;1976;3033;2440;2999;1172;868;303
1548;1585;553;942;1791;1773;3028;1972;3033;2569;3000;1284;869;308
1552;1571;553;942;1789;1775;3026;1974;3030;2498;3006;1236;869;299
1547;1568;552;941;1791;1783;3024;1982;3027;2343;3013;1262;869;302
1548;1551;552;934;1793;1783;3018;1958;3021;2338;3019;1297;874;304
1534;1530;552;928;1791;1784;2998;1992;2980;2152;3021;1228;972;290
1558;1455;552;828;1773;1797;2905;1943;2322;2086;3035;1172;1046;266
1591;1437;552;777;1779;1810;2653;1873;440;2228;3041;1250;1048;261
1581;1423;552;725;1788;1826;2608;2012;71;2177;3041;1801;1049;2394
1598;1422;553;663;1794;1830;2536;2522;70;2180;3037;2982;1048;3008
1598;1434;553;642;1798;1827;2463;2859;74;2186;3035;2983;1047;3011
1547;1452;553;630;1803;1824;2522;2657;71;2200;3029;2986;1046;3011
1558;1434;552;615;1800;1826;2451;2816;72;2225;3027;2990;1045;3011
1562;1416;551;611;1803;1829;2342;2856;73;2240;3028;2940;1045;3003
1554;1425;553;616;1804;1829;2209;2904;70;2243;3031;2938;1045;2999
1561;1464;554;616;1809;1831;2340;2975;73;2250;3036;2778;1045;2984
1562;1431;553;633;1810;1833;2943;2981;72;2264;3041;1571;1047;2009
1531;1504;553;677;1813;1838;3008;2985;68;2244;3040;538;1045;240
1525;1515;552;730;1815;1832;3036;2963;75;2239;3039;200;1038;245
1508;1610;553;765;1818;1815;3043;1947;1977;2070;3031;201;996;256
1510;1644;552;798;1801;1789;3045;1788;2999;1984;3027;501;912;268
1491;1604;553;834;1781;1780;3047;2046;2997;2206;3012;848;872;279
1528;1597;553;864;1778;1779;3047;2078;3001;2263;3002;920;868;286
1550;1601;552;893;1789;1780;3048;2089;3008;2329;2989;1076;869;292
1530;1610;553;912;1791;1780;3048;2044;3014;2340;2976;1141;868;291
1528;1603;552;925;1789;1786;3045;2051;3021;2307;2973;1162;869;307
1545;1560;552;933;1787;1784;3041;2041;3016;2338;3009;1152;870;302
1532;1549;553;930;1785;1787;3037;2044;3016;2285;3016;1125;870;300
1522;1550;554;930;1788;1789;3034;2101;3005;2326;3020;1143;869;295
1526;1536;553;928;1787;1791;3029;2083;2978;2354;3024;1149;870;301
1516;1545;554;925;1779;1793;3018;1988;2812;2363;3029;1126;875;294
1516;1545;554;925;1779;1793;3018;1988;2179;2370;3029;1126;875;294
1503;1449;554;815;1771;1819;2965;1854;71;2366;3039;1128;1045;271
1562;1423;552;758;1764;1837;2899;2532;72;2291;3042;1097;1049;248
1575;1433;550;717;1771;1850;2623;2955;69;2240;3043;1211;1050;2128
1572;1441;552;684;1771;1854;2552;2944;72;2221;3040;2919;1046;2996
1573;1481;553;676;1772;1843;2485;2915;73;2227;3036;2966;1046;3005
1575;1467;553;667;1777;1824;2252;2967;71;2265;3039;2795;1046;2988
1561;1453;553;664;1782;1821;2476;2985;75;2215;3042;2221;1049;2951
1585;1466;555;662;1792;1827;2970;3000;72;2246;3044;1211;1048;2878
1556;1515;554;678;1796;1825;2997;2993;71;2260;3042;242;1048;1215
1562;1571;554;708;1797;1813;3035;1668;1095;2185;3042;199;1047;240
1551;1628;554;780;1796;1796;3040;1456;2995;2072;3029;302;1019;260
1522;1632;552;821;1785;1773;3042;2018;3018;2288;3022;724;882;271
1566;1579;553;853;1790;1769;3046;1966;3027;2339;3013;918;872;281
1540;1605;551;888;1787;1766;3044;1983;3027;2346;3002;1013;868;293
1541;1607;553;934;1803;1768;3044;1954;3029;2366;2979;1075;869;304
1553;1583;553;940;1800;1768;3045;1970;3032;2285;2982;1118;870;299
1545;1601;554;941;1800;1767;3045;1987;3032;2303;2982;1115;869;299
1529;1587;553;941;1802;1779;3045;1980;3027;2332;2995;1114;869;306
1549;1577;554;939;1800;1778;3046;2004;3015;2359;3014;1111;871;296
1524;1575;553;939;1805;1779;3044;1931;2956;2361;3023;1140;871;301
1512;1544;552;935;1802;1780;3046;1906;2885;2330;3030;1149;870;299
1495;1543;552;935;1795;1780;3042;1792;997;2334;3036;1125;869;300
1499;1498;553;911;1791;1784;3037;2193;71;2297;3041;1074;871;298
1499;1498;553;911;1791;1784;3037;2193;71;2297;3041;1074;871;298
1503;1399;553;762;1778;1809;2925;2990;71;2285;3043;1278;1048;1281
1567;1448;552;676;1779;1826;2546;3004;73;2315;3037;2981;1047;3001
1547;1402;552;646;1772;1823;2384;2923;69;2249;3036;3002;1046;3005
1541;1445;553;644;1775;1825;2423;2830;72;2267;3025;3003;1042;3004
1553;1426;553;640;1776;1818;2435;2632;72;2248;3028;2998;1043;3003
1564;1407;554;640;1784;1824;2243;2703;72;2271;3030;2978;1043;2997
1554;1418;553;640;1787;1824;2169;2804;73;2278;3032;2972;1045;2993
1570;1432;554;640;1793;1826;2256;2887;74;2269;3035;2954;1044;2988
1559;1427;552;645;1804;1826;2249;2940;72;2244;3040;2505;1045;2904
1527;1520;551;712;1815;1826;3025;2930;71;2239;3039;487;1038;244
1504;1543;552;739;1820;1816;3041;2647;572;2191;3038;201;1004;250
1504;1655;552;769;1813;1798;3040;1499;2966;2011;3036;203;956;258
1485;1598;552;802;1786;1778;3043;1738;2989;2206;3023;553;874;271
1498;1585;552;802;1774;1781;3044;1746;2989;2206;3015;1053;874;275
1546;1592;552;864;1780;1786;3045;1626;2987;2314;3006;1069;869;286
1540;1585;552;897;1793;1788;3043;1776;2999;2404;3004;1079;869;290
1526;1583;552;913;1789;1781;3043;1808;3010;2388;3010;1054;868;296
1532;1559;553;926;1793;1783;3042;1835;3014;2365;3019;1058;870;302
1526;1544;553;927;1784;1792;3039;1837;3013;2350;3021;1077;869;296
1531;1556;552;931;1794;1794;3036;1846;3001;2373;3026;1048;868;302
