#Acc_x;Acc_z;Elongation Droit;Elongation gauche;Gyro_x;Gyro_z;PressionPiedDArriereD;PressionPiedDArriereG;PressionPiedDAvantD;PressionPiedDAvantG;PressionPiedGArriereD;PressionPiedGArriereG;PressionPiedGAvantD;PressionPiedGAvantG
1554;1461;552;710;1818;1815;2789;2789;70;2219;3041;1136;1047;242
1571;1388;553;657;1810;1823;2643;2988;72;2219;3045;1293;1049;1117
1560;1432;553;624;1808;1839;2509;2980;74;2253;3040;2894;1047;2982
1549;1438;553;601;1820;1836;2057;2964;70;2262;3039;2994;1045;3000
1520;1487;553;607;1815;1824;2160;2898;72;2231;3038;2988;1039;2984
1527;1452;554;644;1810;1826;2101;2862;73;2208;3038;2981;1033;2951
1511;1431;554;644;1814;1825;2104;2912;73;2208;3041;2885;1033;2951
1524;1461;554;663;1811;1830;2528;2938;69;2224;3046;2500;1030;1848
1509;1502;552;698;1821;1830;2923;2921;71;2236;3047;1439;980;240
1461;1548;551;733;1818;1822;2998;2924;73;2210;3045;614;886;260
1481;1557;552;770;1811;1806;3035;2946;69;2249;3039;199;872;258
1465;1568;552;804;1807;1789;3044;2935;73;2261;3034;200;869;267
1456;1552;551;838;1792;1778;3046;2967;71;2270;3030;413;869;277
1437;1570;551;870;1785;1775;3050;2805;72;2272;3020;951;869;282
1463;1557;551;897;1772;1780;3050;1932;837;2262;3017;1056;869;293
1498;1590;552;910;1775;1776;3047;1947;2869;2201;3013;1183;869;286
1493;1593;551;918;1766;1781;3046;2174;2968;2092;3008;1229;869;290
1508;1574;552;923;1766;1785;3044;2169;2954;2179;3016;1200;870;289
1511;1573;553;927;1770;1790;3042;2142;2974;2151;3024;1202;869;295
1517;1573;554;928;1771;1792;3035;2121;2975;2106;3031;1200;870;296
1511;1573;553;928;1767;1795;3032;2094;2885;2136;3034;1205;870;300
1512;1554;553;923;1766;1794;3033;2038;1556;2220;3037;1144;870;294
1517;1536;554;905;1769;1795;3036;1986;72;2239;3041;1152;870;289
1511;1515;554;886;1776;1805;3033;2008;71;2250;3044;1130;869;285
1515;1498;553;859;1778;1808;3021;2507;70;2246;3046;1110;877;281
1482;1446;552;800;1776;1819;2981;2884;71;2247;3044;1067;1045;261
1576;1411;552;682;1761;1837;2622;3001;70;2251;3037;2886;1050;2971
1527;1425;551;609;1766;1841;2644;2919;71;2235;3036;2965;1047;2973
1567;1443;553;623;1765;1838;2595;2962;73;2266;3039;2934;1047;2955
1567;1447;553;637;1768;1838;2336;2942;72;2271;3039;2836;1047;2931
1577;1450;552;641;1786;1835;2346;2991;73;2279;3042;2614;1048;2886
1571;1476;553;645;1799;1832;2367;3016;73;2270;3045;1519;1049;1691
1571;1476;553;645;1799;1832;2367;3016;73;2270;3045;1519;1049;1691
1525;1537;553;704;1797;1819;3025;2790;73;2231;3042;200;1044;245
1525;1537;553;704;1797;1819;3025;2790;73;2231;3042;200;1044;245
1497;1620;551;835;1796;1791;3041;1691;2993;2073;3026;801;877;283
1521;1596;553;893;1784;1781;3043;2068;3004;2108;3018;1026;870;292
1535;1596;551;915;1787;1783;3044;2088;3010;2185;3003;1156;869;290
1557;1607;551;920;1792;1781;3044;2087;3014;2238;3002;1188;867;297
1552;1588;553;928;1807;1779;3042;2118;3017;2259;2987;1193;868;298
1517;1603;552;930;1799;1778;3043;2126;3016;2296;2984;1188;869;296
1552;1588;553;930;1801;1779;3043;2115;3019;2336;2991;1202;870;301
1540;1575;552;931;1810;1786;3043;2092;3009;2344;2995;1251;869;300
1525;1577;553;930;1812;1790;3043;1998;2984;2293;3009;1234;869;297
1526;1558;553;929;1816;1791;3043;1966;2864;2271;3021;1220;868;301
1475;1522;553;922;1819;1795;3037;2101;70;2256;3034;1226;870;300
1488;1503;552;898;1806;1794;3033;2822;70;2273;3041;1242;869;288
1459;1489;553;858;1803;1803;3008;2972;69;2260;3045;1249;869;278
1459;1489;553;858;1803;1803;3008;2972;69;2260;3045;1249;869;278
1484;1485;553;725;1796;1824;2716;3011;72;2259;3045;2468;1014;2236
1485;1386;552;625;1781;1815;2442;3004;70;2245;3040;3007;1047;2982
1508;1419;553;607;1754;1817;2424;2963;71;2246;3040;3002;1043;2969
1535;1435;553;629;1763;1820;2386;2906;74;2245;3040;2954;1042;2933
1523;1428;552;654;1772;1818;2440;2874;72;2237;3041;2914;1040;2877
1553;1457;554;659;1777;1820;2309;2914;73;2264;3042;2857;1042;2810
1536;1437;554;660;1787;1823;2217;2961;69;2269;3045;2658;1042;2713
1545;1487;552;664;1798;1821;2644;2984;74;2261;3045;2445;1041;2572
1497;1496;551;695;1795;1820;2999;3007;71;2277;3046;1505;1039;716
1521;1523;553;736;1795;1807;3036;2975;71;2260;3041;410;933;255
1500;1613;551;773;1809;1797;3042;2328;1335;2199;3037;200;981;255
1469;1608;551;843;1784;1779;3042;1894;2980;2082;3030;293;940;276
1450;1587;551;885;1759;1775;3042;2185;2962;2174;3021;759;871;285
1557;1569;553;900;1761;1775;3042;2172;2990;2165;3017;881;870;289
1548;1557;553;913;1777;1776;3041;2070;2997;2140;2999;931;869;294
1542;1582;554;927;1779;1781;3041;2032;3022;2243;3012;956;870;299
1540;1559;554;928;1788;1784;3037;1997;3022;2243;3016;970;870;297
1533;1564;552;930;1788;1787;3036;1962;3018;2378;3022;974;870;296
1539;1549;553;930;1794;1795;3035;1935;2992;2407;3026;990;870;303
1509;1560;554;930;1798;1794;3031;1896;2861;2349;3032;1001;870;293
1513;1521;553;917;1790;1791;3028;1863;2545;2328;3036;981;869;297
1498;1495;552;892;1789;1800;3020;1795;250;2288;3041;952;930;288
1503;1447;553;834;1787;1806;3011;2306;70;2214;3044;899;1041;260
1504;1436;552;739;1765;1819;2955;2931;72;2180;3047;965;1046;253
1562;1452;553;662;1777;1830;2671;3011;72;2180;3046;1928;1048;2168
1557;1405;553;611;1787;1834;2497;2972;70;2183;3040;2984;1048;2991
1533;1437;553;610;1781;1837;2452;2927;76;2187;3039;2986;1046;2985
1557;1453;554;623;1777;1832;2452;2941;73;2219;3040;2956;1046;2974
1556;1429;553;641;1784;1835;2394;2938;71;2234;3043;2904;1045;2948
1548;1471;554;650;1793;1836;2427;2979;72;2241;3046;2784;1044;2879
1541;1477;553;656;1802;1829;2655;3008;72;2253;3049;1834;1047;1517
1527;1487;552;675;1802;1823;3007;3016;71;2258;3049;537;1044;238
1506;1530;553;717;1798;1818;3035;2994;72;2260;3049;198;992;243
1501;1582;553;754;1801;1805;3046;2561;370;2228;3044;287;876;263
1494;1620;552;823;1800;1784;3047;1632;2917;2157;3037;1010;875;274
1529;1594;552;887;1771;1780;3046;2102;2975;2181;3010;1132;868;287
1569;1578;551;910;1790;1777;3046;2103;3014;2126;2992;1144;869;295
1526;1597;552;915;1792;1780;3044;2066;3014;2125;2991;1176;867;306
1526;1597;552;925;1793;1780;3042;2066;3022;2091;2998;1202;868;296
1531;1573;552;930;1795;1782;3041;2097;3020;2197;3007;1215;870;300
1530;1567;552;928;1799;1790;3040;2113;3011;2255;3015;1202;869;301
1528;1570;552;929;1800;1789;3038;2104;2995;2278;3019;1212;870;295
1511;1579;553;929;1798;1789;3039;1987;2870;2297;3027;1223;870;303
1507;1540;553;928;1803;1785;3038;1920;1549;2284;3032;1280;869;293
1484;1515;554;911;1799;1792;3035;2162;73;2262;3036;1244;869;291
1498;1480;552;883;1797;1802;3029;2813;68;2282;3041;1288;869;286
1467;1495;552;841;1796;1817;2992;2985;72;2299;3045;1226;869;275
1467;1464;552;784;1779;1816;2989;3011;71;2289;3047;1206;870;267
1485;1476;553;720;1783;1830;2765;3020;69;2260;3045;2058;1020;1973
1506;1399;553;631;1770;1826;2526;2996;72;2251;3039;3006;1046;2989
1523;1421;552;628;1748;1823;2441;2957;70;2228;3037;2986;1043;2970
1553;1455;553;639;1761;1821;2456;2921;75;2246;3040;2913;1044;2943
1553;1455;553;639;1761;1821;2456;2921;74;2239;3040;2913;1044;2943
1572;1437;552;646;1776;1826;2259;2958;71;2251;3041;2746;1045;2839
1554;1443;553;650;1786;1831;2356;2992;75;2264;3044;2376;1046;2594
1511;1501;553;657;1801;1821;2831;3014;70;2239;3045;653;1045;2152
1508;1556;551;727;1799;1808;3036;2664;428;2230;3041;203;1033;255
1531;1635;552;791;1803;1795;3040;1826;2948;2109;3036;201;979;264
1469;1616;551;874;1783;1777;3040;2064;2982;2089;3025;625;874;281
1469;1616;551;874;1783;1777;3040;2064;2982;2089;3025;625;874;281
1551;1604;553;914;1782;1776;3044;2007;3005;2133;3006;930;869;291
1544;1571;553;924;1785;1779;3045;1968;3013;2169;2999;965;870;300
1544;1571;553;924;1785;1779;3045;1968;3013;2169;2999;965;870;300
1513;1590;551;934;1792;1782;3044;1925;3019;2211;2988;1023;870;293
1540;1574;553;931;1792;1785;3045;2047;3018;2260;3007;1002;869;302
1524;1567;553;933;1795;1790;3044;2000;2993;2239;3010;1025;871;294
1521;1559;552;932;1798;1788;3045;1916;2903;2252;3022;1046;870;300
1513;1530;552;931;1798;1788;3045;1901;1375;2255;3029;1058;869;297
1494;1522;553;926;1799;1787;3040;2335;70;2267;3038;1044;870;292
1502;1471;552;897;1799;1797;3034;2824;73;2266;3043;1033;932;287
1474;1472;553;849;1788;1808;2992;2979;70;2265;3046;937;1043;272
1492;1437;553;743;1772;1817;2966;3007;72;2261;3048;983;1044;554
1563;1487;553;630;1786;1828;2610;3017;71;2266;3044;2952;1047;2977
1527;1393;552;591;1779;1820;2501;2968;68;2238;3039;3002;1047;2993
1555;1446;553;595;1780;1819;2511;2876;74;2262;3040;3001;1041;2976
1555;1446;553;595;1780;1819;2511;2876;70;2233;3040;3001;1041;2976
1545;1441;554;612;1788;1822;2361;2951;72;2251;3041;2918;1044;2946
1557;1460;553;626;1799;1817;2645;2979;71;2238;3046;2398;1045;2244
1535;1466;554;669;1803;1825;2972;2996;77;2256;3048;1442;1034;243
1523;1515;553;719;1806;1815;3024;2991;68;2233;3048;602;1041;246
1480;1532;553;768;1804;1807;3041;2967;73;2234;3047;201;1033;261
1494;1589;554;816;1803;1797;3048;2486;330;2244;3041;216;921;277
1470;1613;552;861;1792;1788;3048;1500;2900;2191;3033;1026;872;280
1479;1593;553;889;1769;1776;3049;1832;2969;2180;3020;1233;869;293
1531;1592;552;903;1769;1781;3050;1891;2938;2174;3012;1244;869;295
1555;1573;553;921;1789;1773;3049;1888;2999;2047;3009;1251;868;292
1522;1586;551;922;1794;1776;3044;1867;2998;2079;3008;1245;868;298
1522;1585;552;924;1798;1778;3038;1816;3017;2179;3010;1249;870;293
1516;1577;552;929;1794;1785;3040;1853;3017;2307;3012;1256;869;306
1535;1556;552;927;1795;1791;3040;1947;2988;2315;3024;1261;868;299
1524;1559;552;929;1807;1799;3039;1955;2898;2312;3027;1298;869;300
1483;1547;553;929;1801;1795;3037;1876;1584;2299;3032;1299;868;302
1496;1514;552;913;1795;1804;3037;2047;70;2245;3036;1284;871;291
1479;1516;553;885;1795;1806;3032;2810;72;2198;3042;1241;868;291
1468;1477;553;817;1788;1808;3005;2989;68;2179;3046;1306;869;267
1485;1489;552;758;1781;1816;2985;3006;72;2153;3049;1258;952;254
1487;1439;552;690;1779;1823;2746;3018;70;2187;3046;1954;1044;1959
1505;1418;552;614;1755;1824;2585;2951;73;2204;3039;2991;1044;2968
1543;1459;553;617;1764;1828;2612;2941;72;2224;3041;2942;1044;2944
1540;1428;553;622;1769;1827;2474;2932;73;2231;3042;2880;1046;2920
1561;1440;553;627;1774;1826;2411;2976;75;2244;3045;2763;1045;2786
1542;1471;554;631;1784;1825;2394;3003;71;2253;3046;1995;1045;1348
1552;1474;554;662;1791;1822;2924;3013;71;2222;3047;1234;1042;312
1519;1529;552;692;1803;1812;3017;3004;75;2248;3045;553;1045;234
1505;1521;552;754;1797;1813;3041;2416;919;2197;3041;200;1037;260
1496;1648;552;848;1788;1796;3041;1489;2965;2054;3037;251;968;278
1477;1589;551;908;1765;1784;3042;2119;2981;2088;3025;786;872;290
1553;1580;551;917;1766;1777;3043;2136;2995;2104;3020;974;870;298
1566;1596;552;924;1784;1779;3044;2110;3005;2077;3008;1025;870;291
1548;1588;553;928;1795;1777;3044;2130;3015;2133;2993;1057;870;296
1523;1615;552;930;1797;1777;3043;2129;3017;2175;2979;1081;870;295
1536;1590;552;932;1791;1778;3043;2117;3019;2290;2988;1075;870;292
1543;1578;553;929;1794;1778;3044;2127;3015;2325;3003;1063;869;303
1530;1560;553;930;1803;1786;3045;2153;3007;2294;3010;1049;869;295
1522;1554;553;931;1804;1793;3045;2109;2969;2295;3019;1019;869;297
1500;1534;552;930;1802;1791;3045;1943;1252;2268;3029;1063;870;297
1501;1516;553;924;1798;1793;3041;2420;71;2251;3038;1027;870;289
1461;1503;553;822;1792;1803;2992;2985;73;2223;3046;993;941;265
1461;1503;553;822;1792;1803;2992;2985;73;2223;3046;993;941;265
1526;1464;553;625;1786;1824;2622;3018;72;2220;3044;2974;1046;2977
1514;1390;552;600;1765;1819;2519;2968;73;2255;3039;3004;1046;2989
1530;1449;553;601;1762;1822;2539;2940;73;2290;3039;3001;1042;2978
1553;1443;553;614;1776;1819;2532;2866;73;2277;3039;2995;1042;2970
1540;1442;554;628;1780;1826;2489;2894;70;2277;3039;2963;1044;2968
1556;1428;554;629;1786;1826;2339;2947;72;2278;3043;2839;1044;2892
1544;1449;553;633;1797;1821;2474;2980;73;2279;3045;2526;1045;2636
1549;1465;552;660;1806;1825;2964;2998;71;2283;3046;2086;1039;2063
1487;1529;551;695;1808;1816;3021;2990;72;2285;3046;1171;1040;352
1500;1519;553;751;1801;1809;3044;2978;73;2300;3045;208;1027;257
1477;1626;552;825;1803;1800;3048;2223;762;2238;3042;199;936;276
1462;1614;552;888;1784;1782;3046;1542;2942;2171;3036;473;871;289
1476;1581;552;913;1763;1777;3047;1840;2941;2159;3025;836;868;293
1552;1591;552;917;1770;1775;3046;1884;2971;2186;3019;992;869;296
1538;1570;552;920;1787;1775;3048;1925;2991;2202;3011;1047;869;302
1537;1589;553;923;1794;1775;3048;1973;3007;2104;3015;1065;868;301
1530;1576;553;925;1790;1772;3047;1963;3020;2063;3015;1106;869;297
1511;1572;553;931;1790;1783;3045;2007;3017;2104;3021;1166;869;300
1511;1572;553;931;1790;1783;3045;2007;3017;2104;3021;1166;869;300
1547;1551;554;928;1796;1789;3044;1999;2984;2186;3029;1177;869;298
1503;1558;552;930;1798;1793;3043;1948;2821;2198;3033;1125;871;298
1489;1510;553;911;1794;1798;3041;1992;70;2234;3041;1126;869;285
1490;1512;554;885;1785;1805;3034;2821;70;2251;3046;1074;870;286
1469;1474;552;802;1791;1815;3009;2993;70;2256;3045;1088;870;263
1481;1475;553;737;1782;1823;2976;3012;73;2237;3047;1050;951;252
1484;1447;553;676;1779;1824;2702;3023;72;2247;3045;1943;1045;2153
1520;1418;553;611;1768;1826;2563;3000;73;2234;3041;3000;1046;2985
1512;1428;553;612;1759;1822;2559;2955;74;2258;3040;2978;1043;2959
1536;1450;553;618;1769;1825;2607;2941;71;2281;3041;2918;1044;2936
1542;1431;553;625;1767;1831;2536;2941;74;2292;3042;2887;1045;2920
1559;1452;553;631;1781;1831;2321;2984;71;2299;3044;2674;1045;2735
1534;1455;553;643;1785;1831;2263;3008;73;2302;3045;1798;1044;997
1559;1497;553;662;1795;1826;2965;3013;74;2278;3046;831;1043;231
1496;1502;552;697;1804;1818;3022;3010;72;2300;3044;204;1038;238
1507;1546;552;759;1790;1814;3041;2582;458;2247;3043;202;1031;260
1459;1620;551;911;1769;1777;3041;1921;2928;2084;3028;1009;871;296
1550;1569;552;921;1763;1775;3044;2008;2996;2084;3018;1075;869;295
1552;1598;552;927;1782;1774;3042;2012;3005;2080;3007;1041;870;299
1545;1577;551;929;1790;1774;3045;1961;3014;2094;2996;1088;869;299
1544;1612;552;929;1796;1781;3043;1958;3020;2128;2987;1097;869;294
1521;1583;551;930;1795;1778;3043;2016;3021;2281;2986;1056;870;295
1541;1589;552;931;1795;1784;3044;2007;3018;2323;3003;1065;869;296
1533;1557;553;931;1803;1789;3045;2042;3009;2245;3007;1095;869;295
1511;1566;553;930;1796;1796;3046;2039;2923;2247;3016;1071;869;299
1514;1528;553;930;1800;1787;3045;1950;1362;2247;3027;1082;870;293
1497;1514;554;923;1800;1791;3040;2476;70;2259;3034;1090;870;297
1491;1484;553;892;1801;1795;3031;2874;70;2282;3042;1077;869;281
1467;1491;553;812;1801;1811;3005;2994;70;2259;3046;1023;932;265
1486;1437;552;714;1791;1817;2982;3013;72;2236;3047;1023;1041;246
1498;1470;553;631;1782;1828;2662;3021;72;2221;3044;2714;1046;2935
1518;1405;552;606;1764;1819;2527;2978;70;2215;3041;3006;1046;2990
1525;1445;553;609;1761;1825;2548;2947;71;2256;3040;3001;1040;2971
1547;1454;552;621;1779;1822;2447;2864;75;2267;3039;2996;1039;2964
1532;1440;553;632;1781;1826;2473;2888;70;2285;3040;2959;1043;2959
1554;1440;554;632;1786;1823;2360;2948;74;2295;3042;2825;1045;2876
1693;1449;551;701;1821;1822;3022;2281;69;2254;3046;780;940;247
1438;1569;553;838;1853;1819;3041;1551;74;2205;3037;200;898;282
1440;1548;553;902;1873;1801;3046;1853;1181;2178;3033;203;1042;287
1463;1586;553;891;1840;1812;3044;1987;3022;2157;3037;805;1039;285
1463;1586;553;891;1840;1812;3044;1987;3022;2157;3037;805;1039;285
1457;1583;552;922;1775;1802;3048;2016;2833;2232;3040;1108;916;302
1497;1584;552;921;1789;1805;3046;2023;2747;2226;3042;1120;877;295
1476;1583;552;923;1784;1799;3045;1973;2849;2209;3042;1130;938;298
1476;1583;552;923;1784;1799;3045;1973;2849;2209;3042;1130;938;298
1482;1552;553;916;1779;1789;3046;1938;2224;2210;3040;1117;1042;294
1507;1542;552;900;1781;1786;3046;1950;300;2199;3040;1072;1043;287
1519;1526;553;889;1786;1790;3043;1992;71;2206;3039;1011;1044;318
1511;1517;552;870;1787;1788;3042;1924;69;2206;3039;1056;1044;2529
1518;1523;553;838;1786;1787;3038;1929;72;2196;3038;2170;1041;2875
1511;1520;554;810;1795;1781;3035;1946;70;2209;3038;2399;1043;2894
1506;1495;553;777;1794;1785;3028;1834;71;2209;3040;2595;1042;2918
1505;1482;553;769;1795;1786;3029;1826;70;2214;3042;2634;1042;2915
1504;1464;554;758;1799;1794;3026;2085;73;2227;3042;2669;1042;2919
1503;1478;554;759;1796;1803;3026;2485;73;2227;3041;2740;1040;2921
1498;1495;553;760;1793;1803;3027;2631;73;2231;3040;2733;1040;2905
1493;1494;553;763;1796;1802;3029;2723;72;2232;3043;2723;1038;2877
1487;1497;553;766;1793;1804;3031;2750;72;2248;3044;2658;1037;2837
1482;1500;554;772;1793;1806;3032;2743;72;2257;3045;2614;1035;2783
1482;1500;554;772;1793;1806;3032;2743;72;2257;3045;2614;1035;2783
1481;1512;553;780;1791;1806;3035;2684;69;2263;3045;2578;1033;2732
1472;1522;554;785;1788;1802;3036;2599;74;2265;3046;2475;1033;2704
1481;1522;554;788;1788;1805;3038;2445;72;2260;3047;2307;1034;2662
1476;1515;553;790;1788;1809;3034;2300;74;2253;3043;2116;1037;2655
1481;1518;553;790;1784;1809;3034;2113;72;2248;3041;2023;1038;2692
1489;1519;552;791;1785;1808;3035;1942;73;2225;3041;2076;1040;2743
1496;1520;552;790;1787;1808;3032;1931;73;2211;3041;2195;1042;2803
1500;1516;552;789;1787;1808;3031;2044;70;2163;3037;2206;1043;2835
1509;1510;553;789;1790;1808;3030;1979;70;2119;3039;1913;1044;2841
1508;1513;552;789;1790;1806;3029;1966;71;2112;3039;1811;1044;2837
1507;1517;553;788;1790;1806;3030;1967;73;2133;3039;1748;1044;2836
1511;1528;552;788;1788;1803;3032;2018;71;2123;3039;1729;1044;2802
1507;1519;552;791;1794;1805;3033;2080;71;2156;3039;1679;1044;2782
1497;1521;554;791;1790;1807;3034;2085;71;2153;3040;1722;1044;2789
1490;1517;553;791;1794;1805;3033;2071;71;2124;3040;1802;1044;2792
1497;1522;553;791;1793;1800;3034;2027;74;2130;3040;1983;1042;2793
1499;1516;552;792;1793;1805;3034;1993;69;2156;3041;2193;1042;2803
1491;1515;552;790;1795;1807;3034;2059;74;2170;3040;2320;1041;2821
1487;1511;552;791;1791;1806;3034;2077;71;2170;3041;2431;1041;2826
1490;1510;552;791;1791;1802;3033;2250;71;2170;3041;2484;1041;2823
1494;1512;552;792;1793;1803;3034;2382;72;2175;3042;2520;1040;2826
1488;1507;553;791;1791;1806;3034;2384;71;2176;3042;2524;1040;2822
1487;1514;552;790;1790;1807;3034;2249;73;2180;3040;2517;1040;2824
1488;1513;553;790;1789;1805;3033;2205;69;2178;3042;2491;1040;2803
1493;1519;553;790;1788;1806;3035;1983;70;2182;3042;2421;1040;2797
1493;1519;553;790;1788;1806;3035;1983;70;2182;3042;2421;1040;2797
1496;1519;554;790;1790;1809;3035;2032;72;2190;3041;2336;1041;2811
1502;1519;553;790;1787;1809;3035;1952;71;2190;3042;2311;1042;2819
1499;1518;553;790;1790;1807;3035;2046;73;2177;3041;2303;1043;2826
1499;1518;553;790;1790;1807;3035;2046;73;2177;3041;2303;1043;2826
1506;1515;553;790;1789;1804;3033;2120;71;2140;3044;2214;1043;2828
1506;1515;553;790;1789;1804;3033;2120;71;2140;3044;2214;1043;2828
1507;1520;553;787;1791;1804;3033;2108;71;2134;3045;2182;1044;2832
1507;1520;553;787;1791;1804;3033;2108;71;2134;3045;2182;1044;2832
1501;1520;553;787;1793;1805;3035;2020;73;2143;3045;2211;1043;2835
1501;1516;553;786;1791;1803;3036;1887;71;2151;3044;2240;1043;2833
1500;1516;553;790;1790;1807;3037;1852;73;2158;3044;2281;1044;2830
1497;1517;553;786;1798;1805;3038;1939;72;2147;3044;2317;1043;2830
1497;1514;554;789;1793;1803;3039;2102;72;2154;3044;2362;1043;2832
1498;1517;553;790;1795;1804;3038;1989;70;2160;3042;2402;1042;2830
1491;1514;552;791;1791;1804;3038;2185;75;2170;3044;2472;1041;2831
1492;1513;553;791;1791;1806;3038;2299;70;2169;3045;2484;1041;2829
1496;1512;553;792;1789;1805;3039;2316;72;2173;3045;2493;1041;2832
1489;1515;554;792;1791;1803;3038;2218;75;2172;3044;2489;1041;2832
1496;1517;554;791;1789;1806;3038;2158;72;2172;3045;2481;1041;2831
1494;1514;554;792;1790;1810;3038;2026;71;2174;3045;2459;1042;2831
1494;1512;554;791;1791;1805;3037;2160;69;2173;3044;2427;1041;2830
1500;1516;553;791;1788;1802;3038;2097;70;2175;3044;2401;1041;2830
1499;1515;553;791;1789;1804;3039;1857;74;2177;3044;2382;1041;2829
1499;1515;553;791;1789;1804;3039;1857;74;2177;3044;2382;1041;2829
1501;1518;553;791;1787;1801;3038;1873;75;2177;3043;2340;1042;2831
1502;1517;554;791;1788;1804;3037;2044;70;2174;3043;2313;1042;2830
1500;1521;554;790;1786;1799;3037;2128;70;2183;3044;2314;1043;2833
1501;1518;553;792;1789;1803;3037;2122;73;2187;3044;2315;1043;2829
1501;1518;553;792;1789;1803;3037;2122;73;2187;3044;2315;1043;2829
1502;1517;554;793;1786;1803;3037;1932;71;2188;3043;2335;1043;2834
1502;1517;553;791;1786;1803;3037;1932;74;2185;3043;2335;1042;2834
1499;1517;553;791;1791;1802;3037;2127;70;2182;3044;2397;1042;2831
1496;1519;554;791;1789;1801;3037;2045;73;2190;3044;2437;1042;2830
1502;1514;553;791;1789;1801;3038;2128;75;2188;3045;2476;1042;2833
1493;1514;552;791;1790;1803;3037;2228;72;2184;3044;2487;1041;2830
1495;1518;554;793;1787;1804;3037;2255;71;2188;3042;2510;1042;2832
1488;1513;552;790;1796;1804;3035;2266;70;2183;3039;2516;1041;2828
1491;1515;553;790;1791;1805;3033;2277;72;2184;3040;2515;1041;2828
1491;1515;553;790;1791;1805;3033;2277;72;2184;3040;2515;1041;2828
1495;1511;552;793;1793;1810;3034;2245;72;2185;3040;2482;1040;2819
1496;1517;552;791;1789;1807;3034;2062;71;2193;3041;2470;1041;2828
1492;1509;553;791;1790;1808;3034;2098;71;2192;3041;2429;1042;2825
1499;1518;552;790;1788;1807;3035;2029;72;2196;3041;2415;1042;2823
1500;1517;553;791;1789;1804;3035;1752;73;2199;3041;2390;1041;2823
1499;1516;551;790;1790;1804;3034;1703;72;2203;3040;2373;1042;2822
1494;1517;552;791;1789;1808;3032;1739;69;2205;3040;2345;1043;2827
1502;1517;552;790;1791;1806;3034;1758;72;2207;3040;2318;1043;2824
1503;1514;553;790;1796;1808;3035;1850;73;2200;3040;2320;1042;2820
1499;1517;552;790;1792;1805;3034;1863;73;2202;3041;2330;1043;2824
1499;1517;552;790;1792;1805;3034;1863;73;2202;3041;2330;1043;2824
1497;1513;552;790;1792;1804;3035;2004;70;2205;3042;2380;1042;2830
1497;1513;552;790;1792;1804;3035;2004;70;2205;3042;2380;1042;2830
1492;1514;553;790;1792;1805;3034;2031;70;2209;3042;2411;1042;2831
1492;1514;553;789;1792;1805;3034;2031;74;2210;3042;2411;1041;2831
1495;1516;553;790;1794;1807;3036;2278;74;2209;3044;2484;1041;2830
1495;1515;553;788;1790;1805;3035;2298;73;2210;3044;2514;1041;2831
1495;1514;552;787;1789;1805;3036;2307;72;2206;3045;2514;1041;2830
1491;1514;553;786;1792;1809;3036;2348;71;2210;3044;2517;1041;2829
1496;1518;554;787;1793;1808;3036;2324;71;2212;3044;2527;1042;2834
1486;1514;552;790;1791;1806;3038;2244;72;2213;3043;2529;1041;2832
1496;1511;552;789;1789;1806;3038;2115;73;2211;3045;2485;1041;2833
1496;1511;552;789;1789;1806;3038;2115;73;2211;3045;2485;1041;2833
1497;1517;552;790;1789;1807;3039;2064;70;2204;3044;2454;1041;2836
1497;1517;552;790;1789;1807;3039;2064;70;2204;3044;2454;1041;2836
1495;1515;553;790;1789;1809;3038;2069;72;2204;3044;2420;1043;2831
1498;1516;553;791;1790;1805;3038;1739;71;2215;3043;2403;1042;2830
1497;1514;553;791;1787;1806;3037;1647;71;2217;3043;2399;1042;2829
1496;1516;554;791;1791;1804;3038;1655;72;2215;3043;2400;1043;2832
1500;1517;553;791;1791;1802;3037;1653;72;2246;3042;2399;1042;2831
1499;1510;554;791;1789;1805;3037;1659;72;2245;3043;2397;1043;2831
1500;1519;554;791;1794;1803;3037;1820;70;2244;3043;2403;1043;2831
1499;1514;554;790;1791;1803;3037;1984;74;2246;3043;2420;1043;2833
1495;1514;553;792;1792;1804;3037;2069;70;2251;3043;2425;1042;2835
1497;1513;553;792;1790;1802;3036;2062;73;2255;3043;2433;1042;2834
1496;1516;552;791;1793;1803;3038;2036;73;2254;3043;2442;1042;2832
1494;1514;553;792;1791;1802;3038;2084;72;2251;3044;2482;1042;2833
1493;1513;553;791;1786;1803;3037;2190;74;2249;3042;2486;1041;2831
1500;1510;552;791;1791;1803;3036;2230;70;2245;3044;2505;1042;2833
1495;1517;552;791;1790;1803;3037;2234;71;2247;3044;2526;1042;2832
1493;1515;552;791;1785;1804;3037;2230;70;2248;3043;2525;1041;2831
1496;1513;553;792;1790;1804;3037;2218;71;2249;3045;2526;1041;2832
1497;1512;553;791;1786;1802;3037;2109;71;2251;3044;2513;1041;2829
1496;1518;553;791;1791;1802;3038;2012;72;2255;3043;2468;1042;2834
1497;1519;553;790;1785;1806;3037;2057;71;2257;3043;2451;1042;2832
1498;1519;552;791;1789;1804;3036;2105;71;2258;3044;2441;1043;2834
1500;1515;553;792;1788;1802;3038;2064;71;2260;3043;2431;1043;2830
1498;1514;553;792;1785;1804;3038;1852;70;2257;3043;2432;1042;2834
1501;1517;552;791;1788;1802;3038;1862;72;2259;3044;2423;1043;2832
1501;1517;552;791;1788;1802;3038;1862;72;2259;3044;2423;1043;2832
